recipe_id|author|rating|date
141678|Scot Faile|5|1/7/2011
141678|Monica G.|4|6/27/2010
141678|Donnajpv|5|12/30/2011
141678|Corbs09|1|9/23/2009
141678|CCREID|5|6/9/2007
141678|Sonoran Sweetheart|5|11/21/2011
141678|Devin's Mumma|5|3/4/2010
141678|BudsGurls|5|6/29/2011
141678|Cora|5|8/2/2009
141678|Liz Whalen Tarditi|5|4/7/2012
141678|Mary-Jane Kehler|5|2/1/2012
141678|ALLICAT1998|4|3/3/2010
141678|KNKBAH|1|11/17/2008
141678|Alameda Island Girl|4|2/12/2012
141678|Karma Hunt|5|12/14/2007
141678|smorehead|5|3/31/2012
141678|Kristen Tyler Griffin|5|1/6/2009
141678|Julana|5|11/3/2008
141678|Misty Silk|5|3/1/2009
141678|MICHELLEK0806|4|1/11/2011
141678|parothstein|4|12/27/2011
141678|Scott C|5|12/19/2011
141678|Amalloch|5|1/17/2011
141678|Suemck|5|7/14/2011
141678|Scott|4|3/14/2012
141678|MACLIZ|5|2/24/2010
141678|Cara|1|10/21/2008
141678|Alison|4|3/11/2008
141678|poseyp|4|5/27/2013
141678|Elinor Gray|5|11/27/2011
141678|SarahDJ17|5|8/2/2007
141678|stacey smith|3|1/4/2012
141678|ErinOC|5|8/8/2011
141678|char0789|5|10/20/2011
141678|Crystal S|5|1/7/2011
141678|Lisa Altmiller ALLRECIPES ALLSTAR This reviewer is an Allrecipes Allstar. Allstars are loyal community members selected to be brand ambassadors based on onsite participation, interest, and commitment. Allstars may be compensated for their participation in the Allrecipes Allstar Program. Allstar|5|6/26/2011
141678|Cat Lady Cyndi|5|6/16/2009
141678|frugalmama|5|12/19/2011
141678|hammer|5|2/1/2012
141678|CAUDAIN|4|5/4/2008
141678|xlucyferx|5|11/20/2011
141678|B L|5|7/23/2012
141678|Kim Duguay|5|6/27/2007
141678|Kara|5|11/19/2013
141678|Kate U.|5|9/17/2009
141678|Sue|5|6/24/2011
141678|CookinTiff|5|3/11/2014
141678|mandybgood|5|4/10/2012
141678|Jeff Belmont|5|10/19/2010
141678|EAMJM|5|1/13/2008
141678|MaryLee Barnes|1|5/3/2012
141678|Julia Denise|5|9/17/2008
141678|LAURA B.|5|7/17/2007
141678|LUCKYLEE222|5|5/1/2011
141678|Jenn Graham|3|3/15/2012
141678|Lisa S|5|1/6/2012
141678|Lynns713|1|3/6/2014
141678|Emily|5|2/6/2012
141678|Alley|5|4/7/2009
141678|Brooke|5|1/22/2012
141678|kat|4|3/4/2010
141678|rachelmo|5|3/18/2012
141678|Tryintolearn|5|6/22/2012
141678|gabemyster|5|1/22/2011
141678|weeflower|5|6/14/2011
141678|NJ2FL|5|1/17/2009
141678|Alex D|5|1/8/2011
141678|PatC|5|7/8/2010
141678|LMRUTHERFORD10|5|12/6/2013
141678|Angel|1|8/8/2011
141678|WildLinda|5|6/25/2011
141678|ANDYTAMI|5|1/26/2009
141678|LauraG|5|7/22/2007
141678|bamiel|1|6/28/2011
141678|Life Tastes Good|5|6/21/2011
141678|BlackAndYellow|5|12/6/2011
141678|jodilee|4|3/21/2011
141678|Momma_Miller85|5|6/20/2011
141678|MegaG|5|1/26/2008
141678|Boodleheimer|5|11/16/2013
141678|Kristi Forrest|5|11/6/2011
141678|wendyk|5|12/21/2010
141678|Jordyne Dauberman|5|7/25/2012
141678|Jenn|5|6/5/2012
141678|Stefanie Frank Stewart|5|10/26/2007
141678|unixadm|5|3/7/2010
141678|StarHammond|5|12/31/2011
141678|emdub2012|5|1/20/2012
141678|Huskers|5|1/25/2012
141678|brendaw|5|6/20/2012
141678|cjsmami29|5|8/10/2012
141678|Kayt Krepcho|5|10/4/2011
141678|Jeanwrap|5|3/23/2011
141678|rpollardva|5|11/14/2011
78370|Michelle Lynn|5|6/12/2011
78370|Manoagirl|4|12/3/2011
78370|Carol|5|12/10/2011
78370|Carl Evans|5|12/4/2011
78370|Ann`|5|7/31/2011
78370|C|1|9/9/2006
78370|pinkypink|5|10/7/2011
78370|Ladyl46|5|12/3/2011
78370|Mandy L|3|6/7/2006
78370|Jenny|5|6/24/2011
78370|Cherry Lewis|5|5/18/2012
78370|Rae ALLRECIPES ALLSTAR This reviewer is an Allrecipes Allstar. Allstars are loyal community members selected to be brand ambassadors based on onsite participation, interest, and commitment. Allstars may be compensated for their participation in the Allrecipes Allstar Program. Allstar|5|4/20/2011
78370|AREENA|4|2/14/2011
78370|dratliffe|4|12/4/2011
78370|Grae|4|5/29/2012
78370|Cora|5|1/30/2012
78370|marisa45|5|9/10/2006
78370|Tracy|5|4/28/2006
78370|SugarDuJour|5|8/26/2010
78370|One-E|5|3/5/2012
78370|B_32|5|12/9/2007
78370|Ken|1|3/9/2015
78370|Teri Head|5|12/6/2011
78370|Mrs.C|3|3/12/2011
78370|Denise|5|2/9/2011
78370|GENEVA18|5|1/31/2006
78370|MN Nice|5|11/22/2010
78370|PIALA420|5|11/18/2005
78370|TanyaD|5|3/9/2011
78370|Jeanne Wagnon|5|5/20/2011
78370|TALQ|5|9/2/2006
78370|TORA.V|1|3/26/2013
78370|Sonhe|5|1/6/2011
78370|Shannon|5|1/16/2012
78370|LEAHMOR19|5|12/18/2010
78370|Jennifer Ryan Frye|5|12/17/2010
78370|grandmama|5|5/12/2012
78370|Melissa Prins|5|4/4/2011
78370|kgadison|5|4/1/2011
78370|hisdrinkoffering|5|5/12/2006
78370|Jenny|5|12/4/2011
78370|Aimee Wakelin|5|5/22/2012
78370|Shaylene|1|7/4/2012
78370|laceyworks|5|9/11/2014
78370|SandyB|5|9/9/2006
78370|MyTwoBoys|5|1/8/2012
78370|larkspur|5|1/26/2010
78370|Jennifer A.|5|11/2/2012
78370|Linda M|5|12/6/2011
78370|satkat|5|4/11/2011
78370|LUCKYLEE222|5|11/21/2010
78370|Sara B.|5|1/5/2012
78370|martinimeanie|5|12/6/2011
78370|Karin|5|2/10/2011
78370|Chas|5|1/27/2011
78370|Jaxmamma|5|4/8/2010
78370|marvelsphynx|5|1/24/2011
78370|Kristy Guillotte|4|4/14/2012
78370|Happyschmoopies ALLRECIPES ALLSTAR This reviewer is an Allrecipes Allstar. Allstars are loyal community members selected to be brand ambassadors based on onsite participation, interest, and commitment. Allstars may be compensated for their participation in the Allrecipes Allstar Program. Allstar|4|10/29/2012
78370|SWISSMISS47|5|9/14/2006
78370|ka me ka thee|5|3/24/2011
78370|Holly Haines|5|2/21/2011
78370|BABYPHAT55|5|12/17/2004
78370|Kay|5|9/23/2014
78370|pland|5|3/26/2011
78370|Erica P.|5|3/9/2006
78370|markaeder|5|12/3/2011
78370|Diane|5|9/8/2011
78370|vangie|5|3/4/2011
78370|Kristen Diaz Hostler|4|3/1/2011
78370|sunniedm|4|12/6/2011
78370|gs2796|5|12/4/2011
78370|Cindy in Pensacola|4|2/11/2011
78370|Vicky|4|12/10/2010
78370|jennifersheremetta|5|8/30/2010
78370|Susanna|5|8/21/2006
78370|ARNOLDIRR|5|12/16/2004
78370|Linda(LMT)|5|2/10/2011
78370|HARTMR|5|3/2/2011
78370|Yum Yum|5|3/29/2011
78370|Honey|3|9/8/2006
78370|Shawnna Elizabeth|5|9/8/2011
78370|JDVMD|1|8/13/2005
78370|naples34102|5|5/5/2011
78370|arvavs|5|12/4/2011
78370|KSHERI|5|1/25/2011
78370|Ann|5|11/28/2011
78370|CajunDee|5|5/8/2012
78370|Valerie Brunmeier|5|8/23/2008
78370|mksmith|5|8/1/2011
78370|ShelbyT|5|11/10/2011
78370|Ms. gayle|5|2/3/2010
78370|ljprzbizz|5|8/21/2011
78370|Cassie Davis|5|8/17/2011
78370|RAEVYAN|4|11/5/2011
78370|JCASEY816|4|1/4/2013
78370|BECKYHOME-ECKY|4|4/11/2005
78370|Rodh|5|6/5/2014
78370|midwestchef|5|10/26/2010
78370|Jessica New Alford|5|1/31/2011
78370|*Kate loves food!*|5|11/13/2008
78370|Uncle-M-350|5|12/27/2011
78370|amisner|5|4/28/2011
78370|de'Monfort|5|7/14/2010
78370|LareinaK|5|5/20/2011
78370|KGora ALLRECIPES ALLSTAR This reviewer is an Allrecipes Allstar. Allstars are loyal community members selected to be brand ambassadors based on onsite participation, interest, and commitment. Allstars may be compensated for their participation in the Allrecipes Allstar Program. Allstar|4|6/28/2011
78370|Diane Smith|5|12/3/2011
78370|Malissa|4|3/14/2011
78370|Rhianna|5|6/15/2012
78370|Kimberly|5|9/10/2006
78370|Jennifer Conlon Louviere|5|3/13/2011
78370|Kimber Moore|5|12/4/2011
78370|Cat Berner|5|9/1/2007
78370|Tracy Hamilton|5|10/14/2012
78370|Tina Thomas Hand|5|4/4/2012
78370|Jeanne C|2|3/9/2010
78370|MARTYJEWELL|5|11/15/2010
78370|Karen Johns|4|2/2/2010
78370|landon's mommy|5|3/7/2011
78370|katie_luvs2bake!|5|8/18/2009
78370|Ang D.|5|2/14/2011
78370|Vairy|5|2/8/2011
78370|Johanna WISHES she were a|5|12/27/2010
78370|Mindy Vogl|5|8/12/2011
78370|Big Cat|5|3/14/2011
78370|chef24|5|5/31/2011
78370|Erin|5|7/26/2012
78370|southernmancooking|4|3/14/2010
78370|Mary Stephenson|4|9/8/2006
78370|lhull|5|12/5/2011
78370|Butterfly|5|8/29/2011
78370|lacey|4|3/14/2011
78370|Paul Thornton|5|6/14/2011
78370|ShawnaRae|3|11/1/2005
78370|Lynnie|5|9/14/2006
78370|Kristin Roberts Powell|4|5/6/2011
78370|TTCOOKIN4TWO|5|10/28/2010
78370|betsy|4|12/13/2011
78370|mcmg|4|12/16/2004
78370|Kara Nanninga|5|9/19/2011
78370|jadedgurl|5|9/24/2012
78370|koko|5|1/17/2012
78370|Natural & Good4U|5|3/8/2011
78370|Cindy|5|2/21/2011
16066|CHELLENE|5|3/13/2003
16066|Jo Ann|5|1/20/2003
16066|COMPEWTERKNUT|5|7/2/2003
16066|Gwen Langham Howell|5|11/13/2002
16066|Caroline|5|1/28/2011
16066|Jenna Paul Lenhart|4|10/5/2010
16066|KeithM|5|1/9/2012
16066|LOVEBUGSMAMMA|5|10/14/2006
16066|Lori Miller|5|6/27/2010
16066|CSANDST1|4|7/17/2000
16066|Brandy A|5|6/7/2012
16066|AMYINATLANTA|5|12/27/2002
16066|freda|5|1/11/2011
16066|KITCHEN KIMBERLEY|5|2/17/2005
16066|madninnie|4|8/6/2010
16066|Michele O'Sullivan|5|9/30/2002
16066|taratrinity|5|1/20/2010
16066|naples34102|5|12/29/2007
16066|beefymac|5|2/27/2007
16066|EEFELL|5|1/17/2014
16066|I'm nuts too...|5|8/15/2002
16066|RachelD|5|10/24/2014
16066|Rockee|5|7/17/2002
16066|Barbi|5|10/23/2002
16066|FLUFFEL|1|5/21/2003
16066|BUSIESTMOMOF2|5|1/7/2009
16066|DIANE73162|5|10/16/2002
16066|laurenebower|5|8/22/2011
16066|DREGINEK|5|9/18/2002
16066|Paulina Johnson|5|11/12/2002
16066|RAPTORSHARK|5|11/22/2011
16066|SASSYGIRL4774|4|1/23/2003
16066|little_empresssu|5|3/4/2003
16066|GINNYG|5|3/31/2001
16066|Pamela Frechette|5|8/9/2007
16066|THEDAD|4|8/19/2003
16066|MARIEFNP|5|11/13/2003
16066|CHRISSYSDMT|5|1/3/2006
16066|JENNIFER72_00|5|7/24/2003
16066|NJSS2000|5|2/20/2003
16066|Julie|5|7/25/2010
16066|luvmylab|5|1/9/2009
16066|SMOKYFEET|4|11/4/2005
16066|MISS PENNY|5|10/15/2002
16066|Stephproffitt|5|12/11/2010
16066|Signorina|5|1/12/2012
16066|MICHELLERENEE|5|9/14/2002
16066|momof2gr8kids|5|9/7/2014
16066|BETHMCAFEE|5|10/18/2004
16066|A277387|5|8/25/2002
16066|Manda ALLRECIPES ALLSTAR This reviewer is an Allrecipes Allstar. Allstars are loyal community members selected to be brand ambassadors based on onsite participation, interest, and commitment. Allstars may be compensated for their participation in the Allrecipes Allstar Program. Allstar|5|9/10/2008
16066|MaryTee|5|5/7/2008
16066|jeannie|5|2/3/2008
16066|ARTSGOLFWIDOW|5|9/29/2006
16066|sara|4|8/24/2010
16066|Matti Garrow|5|2/7/2011
16066|Rachel|5|10/5/2010
16066|MGBOZARTH|5|12/13/2002
16066|emilyv|5|9/20/2010
16066|dizzyd|4|9/10/2014
16066|IslandCooker|5|12/18/2003
16066|PAMELAN|1|12/30/2002
16066|godzchildtoo|5|7/10/2009
16066|JUSUMGIRL|4|9/4/2003
16066|chefblackhat|5|8/13/2009
16066|Karen Johnson-Susko|5|1/19/2007
16066|KIMBERLYMI|5|12/22/2005
16066|TPINFWA|5|3/22/2010
16066|MKANE99|5|12/1/2002
16066|SANDRALYOUNGER|5|9/8/2002
16066|Linda Hamilton|5|9/30/2003
16066|APRIL4181|1|7/24/2004
16066|Zanne|5|10/30/2003
16066|chibi chef|4|11/14/2007
16066|EZZY_B|5|11/20/2003
16066|MJROE123|5|5/14/2003
16066|Pittsford Mom|2|1/21/2007
16066|Undomesticated Goddess|5|11/25/2005
16066|Lauren Hollas|5|1/10/2008
16066|JOSIE|5|11/13/2002
16066|Abnersmother|5|8/6/2010
16066|LOVETHATGOALIE|5|3/27/2000
16066|judys1|5|1/23/2014
16066|DKILAWOK|5|12/14/2002
16066|jamitt|4|11/22/2010
16066|Patricia Powell Norton|5|12/5/2002
16066|BC Survivor|5|9/24/2002
16066|MELBABIE24|5|11/16/2002
16066|Leah|5|11/5/2002
16066|Erin J|5|10/22/2002
16066|JANINE PERKINS|5|5/16/2003
16066|JTIMBAN|1|1/27/2006
16066|RCIrvine|5|1/11/2011
16066|Mrs. Dixon|5|9/10/2006
16066|bendog15|5|8/7/2010
16066|KELLYJENKINS70|5|12/24/2002
16066|Amy Wilson Walworth|5|3/20/2008
16066|Mary M|4|1/30/2011
16066|big surprise|4|11/12/2003
16066|ATMLADY|5|8/31/2006
16066|YumYum|5|1/16/2014
16066|Staylorim|5|11/12/2002
16066|BARBIE0492|5|7/16/2000
16066|WANDA L.|5|10/5/2002
16066|cookiequeen|5|3/11/2008
16066|Tracy Martin Howard|5|4/1/2007
16066|The Glitter Girl|1|11/6/2007
16066|Brenda Allen|5|7/2/2003
16066|Sandy Burrell|4|11/2/2012
16066|Anne G.|5|9/3/2009
16066|KNARDE|5|12/29/2003
16066|JBAILEY214|5|3/31/2003
16066|RedRobynNAU|4|4/25/2006
16066|Sue Bell Wilson|5|6/28/2012
16066|NICOLE3773|4|11/18/2002
16066|dl|4|1/15/2011
16066|Danielle_Mohr|5|10/2/2008
16066|Sophie's Mom|5|12/14/2002
16066|Loladear|4|3/12/2003
16066|CookinLovin|5|5/14/2014
16066|BlondeCook|1|12/29/2002
16066|WIMSEY|5|11/24/2002
16066|COOKINMOMMY1|4|10/22/2005
16066|CINDERW|5|12/27/2007
16066|Camp Cookie|5|1/14/2011
16066|Marlena Davies|5|8/9/2009
16066|Boujie|5|9/16/2006
16066|MJLAM|5|3/17/2006
16066|moonlight sonata|5|7/5/2006
16066|BECKYHOME-ECKY|5|11/6/2002
16066|fire_wife|5|9/13/2010
16066|Isa Kiehnle|5|2/10/2008
16066|MIHAELA|5|7/3/2000
16066|JESSI36BC|5|11/16/2002
16066|COCONUTPALM|1|12/21/2003
16066|Beba1980|5|1/21/2011
16066|chelsea.|5|3/27/2014
16066|giggletush|5|7/18/2007
16066|Nancy Kohlbeck Berg|5|2/13/2012
16066|sdgirl|5|12/10/2006
16066|luv2cook|5|11/24/2011
16066|melissa|5|9/30/2002
16066|87apples|5|9/16/2014
16066|JROGERS1278|5|1/20/2003
24264|Katherine Duweck|4|4/2/2011
24264|Kathy|4|6/3/2010
24264|GINAH1|5|1/15/2002
24264|chester|5|5/1/2003
24264|PENOT|5|6/5/2007
24264|ConkyJoe|5|5/16/2012
24264|Shannon Sisson|5|1/9/2012
24264|Melodie Savoca|5|1/14/2011
24264|Hazel Watson|5|11/29/2008
24264|Darkchild|5|10/2/2009
24264|BRANDY BERNER|5|10/16/2001
24264|BBJROD|5|6/8/2008
24264|Boobsie|5|6/3/2010
24264|Seeker|5|1/25/2012
24264|MORUPE|5|7/15/2006
24264|Kristyw905|5|2/6/2011
24264|Brooke V.|5|8/8/2010
24264|REDMODEL|1|12/21/2007
24264|LNDWALLS|5|7/14/2001
24264|dwcooks|5|2/6/2011
24264|DAWNCANDACE|5|3/17/2003
24264|HEATHER OLSEN|4|6/3/2001
24264|LEXI, JACK and COOKIE|5|1/17/2006
24264|Dianne Bartlett|5|1/3/2015
24264|sue|5|6/7/2008
24264|Lisa|5|8/27/2011
24264|mfugatt|5|10/25/2011
24264|pinkpigeon|5|10/10/2011
24264|Proud Canadian Mom|4|5/16/2012
24264|morenutty|4|12/31/2010
24264|busymama|4|1/11/2006
24264|Emily M.|4|6/4/2010
24264|AMBER_V|4|10/2/2002
24264|LOSTCOOKINSWITZERLAND|5|4/18/2013
24264|dbontempo|5|10/29/2007
24264|Cheryl B|5|7/25/2007
24264|MICHAEL HARRY|4|4/1/2001
24264|MAMASPICE|4|10/31/2007
24264|kelcampbell ALLRECIPES ALLSTAR This reviewer is an Allrecipes Allstar. Allstars are loyal community members selected to be brand ambassadors based on onsite participation, interest, and commitment. Allstars may be compensated for their participation in the Allrecipes Allstar Program. Allstar|2|12/26/2005
24264|JB|5|10/14/2014
24264|Traci|5|9/14/2001
24264|FLAME673|5|7/30/2010
24264|Dani|5|11/26/2011
24264|christiana23|5|11/23/2010
24264|Judy39|5|2/4/2001
24264|Gerhard|5|7/7/2006
24264|joelcaryn|5|4/17/2006
24264|Carol Saylor|5|2/3/2006
24264|tracey|5|12/8/2010
24264|SHIRLEY POLLARD|4|3/24/2001
24264|CNKABINS|5|1/16/2007
24264|I'm nuts too...|5|1/13/2003
24264|N Lincoln|5|1/25/2011
24264|Cheryl|4|5/2/2002
24264|CoffeeWench|5|4/13/2011
24264|SPELLCHRYSANTHEMUM|5|4/6/2004
24264|Jamie|5|9/16/2011
24264|Renee Ridgeway|4|5/31/2010
24264|DISCOBUNNY|4|5/16/2010
24264|KaylaMayaCamrynMOM|5|7/4/2009
24264|Crystal Tomlin Higgins|5|4/25/2012
24264|Z16|5|5/17/2003
24264|jnick|4|1/9/2006
24264|Peaches|5|2/8/2011
24264|Dottie|5|1/22/2011
24264|KATIE66|5|9/10/2002
24264|Happyschmoopies ALLRECIPES ALLSTAR This reviewer is an Allrecipes Allstar. Allstars are loyal community members selected to be brand ambassadors based on onsite participation, interest, and commitment. Allstars may be compensated for their participation in the Allrecipes Allstar Program. Allstar|4|5/19/2012
24264|TAWINTER|5|7/18/2011
24264|Momof2|3|7/1/2004
24264|thestrokes14|5|8/2/2011
24264|Ruby|5|2/9/2011
24264|Bullfrog270|4|1/9/2011
24264|Lisa Michelle|5|4/25/2008
24264|msouleusa|5|2/7/2011
24264|LYNNESKITCHEN|5|2/3/2011
24264|Kathy|4|6/10/2012
24264|LuAnn|5|1/18/2006
24264|LukesMommy|5|6/16/2010
24264|Kaleb Mormance|5|1/26/2015
24264|CSUEN|5|3/2/2001
24264|sledgehammer|5|9/25/2009
24264|Runner_Jenn|5|1/21/2010
24264|AuntB|5|2/17/2009
24264|CHUTEMEUP|5|1/17/2006
24264|anelastar|4|11/26/2007
24264|georgi porgi|5|2/6/2011
24264|L.Cumminger|4|6/6/2008
24264|Tiffany P|5|11/16/2008
24264|Laura Hamilton|4|9/11/2014
24264|Amanda L.|5|1/24/2009
24264|Lillian|4|4/14/2008
24264|Destiny D Reidel|3|12/16/2014
24264|My4NonBlondes|5|1/30/2009
24264|ESPALIER|5|1/26/2011
24264|CJ|5|11/8/2009
24264|Ginny Bowers|3|11/15/2011
24264|ZENNA|5|8/12/2008
24264|cdottavio|5|9/26/2009
24264|MarriedNLOVINGIT|5|2/1/2006
24264|brandysue|5|10/18/2011
24264|Susan Dyer|4|1/11/2011
24264|RCKim|5|6/3/2007
24264|dullstone|5|6/12/2011
24264|Karenrf|3|11/30/2010
24264|*Fat~Dog~Lane*|5|12/7/2010
24264|Erin Carter Keefe|5|1/10/2011
24264|LIZK65|5|1/24/2006
24264|Angie7|5|6/3/2008
24264|Dave|5|3/4/2015
24264|Shannon Angel Henszel|5|4/10/2011
24264|Lydia|5|2/23/2015
24264|Lisa|5|3/8/2001
24264|kimbernic|5|7/31/2008
24264|RobinP92202|5|2/1/2006
24264|JohnI|5|5/1/2012
24264|RVILLARIN|4|2/4/2001
24264|Meredith|5|3/11/2003
24264|PFISTER62|5|12/5/2002
24264|Anabela|5|5/29/2011
24264|LUCY63|5|6/22/2001
24264|Dianne|4|11/16/2011
24264|~TAYLOR~|5|9/13/2007
24264|Tamara Grimes|5|6/13/2001
24264|MNDiana|4|3/2/2007
24264|alienmomma|5|1/28/2010
24264|audrey717|4|8/29/2011
24264|Queen Llemon|5|2/10/2015
24264|Lori|4|9/11/2014
24264|MONIQUEB|4|4/25/2001
24264|JILLENA|1|7/18/2003
24264|ARNOLDIRR|5|10/20/2003
24264|AMERETTE|5|3/25/2003
24264|runrgrl60|1|8/12/2008
24264|Shak|5|6/17/2005
24264|applepumpkinorange|5|2/5/2011
24264|JAMJMine|5|9/10/2010
24264|Bes|5|1/6/2006
24264|SAMMYE|5|2/21/2001
24264|Dawn Kurtz|4|10/17/2012
24264|Crystal S|5|4/1/2015
24264|ASHBETH|5|4/11/2008
24264|sassyoldlady|5|9/22/2009
24264|robin_rage2005|5|7/29/2010
24264|ChiTownChef|5|5/19/2010
214500|Melody|2|11/20/2010
214500|CHEYNNEAUTUMN|3|11/28/2010
214500|Cheryl Harp|5|8/11/2014
214500|luv2eat|5|2/6/2011
214500|LisaZ|5|1/22/2011
214500|JENVET|4|9/21/2010
214500|David Womack|5|11/21/2010
214500|Renee Gavino|5|12/24/2010
214500|mr. drinky|5|7/17/2011
214500|quiltersammy|5|11/21/2010
214500|StableBoy|5|11/14/2012
214500|learn|5|8/2/2010
214500|Liebermom|5|9/3/2010
214500|Mitzi Watters|5|11/27/2010
214500|Lindsay ALLRECIPES ALLSTAR This reviewer is an Allrecipes Allstar. Allstars are loyal community members selected to be brand ambassadors based on onsite participation, interest, and commitment. Allstars may be compensated for their participation in the Allrecipes Allstar Program. Allstar|5|1/9/2014
214500|Karen McCleane Mullin|5|8/7/2012
214500|love2cook|5|7/9/2011
214500|Cindy in Pensacola|5|9/5/2011
214500|Alexii|5|8/15/2012
214500|clubby981|2|1/13/2017
214500|Cheryl|5|1/9/2012
214500|abapplez|5|8/2/2010
214500|Natausha|5|1/7/2012
214500|channyharte|3|1/21/2011
214500|nancyw|4|9/26/2010
214500|KathleenO|4|2/18/2011
214500|Shanna Dyals|5|1/26/2015
214500|Staci ALLRECIPES ALLSTAR This reviewer is an Allrecipes Allstar. Allstars are loyal community members selected to be brand ambassadors based on onsite participation, interest, and commitment. Allstars may be compensated for their participation in the Allrecipes Allstar Program. Allstar|5|7/28/2011
214500|Mary|5|8/11/2011
214500|Starlet|5|7/28/2010
214500|LisaT|5|4/29/2012
214500|tpf2005|4|4/28/2011
214500|RoRo|5|11/20/2010
214500|Bak'in lady|5|4/17/2014
214500|maddaloni|5|10/10/2012
214500|Loribeth|5|1/20/2011
214500|TARAB1|5|11/20/2012
214500|Aspiring Chef Rita|5|8/15/2010
214500|manella|5|7/29/2012
214500|hungryhippo|4|9/19/2011
214500|covergirl|5|11/20/2010
214500|laura|5|1/30/2012
214500|Sheila Reichhart|5|12/24/2010
214500|Julie Rehagen|5|5/31/2012
214500|Luisa|5|3/10/2012
214500|LilybeansMommy|5|9/21/2010
214500|Heather C|5|3/4/2012
214500|Olive|5|12/31/2011
214500|Bobbi123|5|9/23/2010
214500|rsgammy|4|1/27/2011
214500|Cathy Wagner|5|11/29/2011
214500|DANIELA92|5|1/30/2011
214500|damack|5|10/4/2010
214500|lyn whittaker|4|2/7/2015
214500|MOM2CUTIES|5|2/6/2011
214500|JANAT|5|12/5/2010
214500|Megan Renee Sarah Sampson|4|1/13/2012
214500|madninnie|5|12/4/2010
214500|lisalo|3|11/27/2010
214500|DIZ&#9829;|5|2/21/2012
214500|GlassArtist|4|7/1/2011
214500|Tiff_Tiff|5|3/19/2011
214500|chicklet|5|9/30/2012
214500|CeceMarie|5|11/8/2011
214500|pepper|5|2/4/2011
214500|JulieAnne07|5|3/14/2014
214500|SisterSarah|5|3/7/2011
214500|kernessa|5|5/11/2010
214500|Celtic Bad Boy Poet Chef 7|5|12/15/2010
214500|Chev Mimi|5|9/11/2018
214500|cbjc|5|1/11/2011
214500|ATAPJN|5|12/5/2010
214500|moaa|5|3/27/2013
214500|Pam MacPhee|5|4/3/2013
214500|paoli|5|10/13/2011
214500|Renee Trivelli Milillo|4|12/16/2011
214500|jonesrdgal|1|1/10/2011
214500|TheCircle|4|11/29/2010
214500|carol|5|2/9/2011
214500|jamitt|4|12/28/2010
214500|Miss Mostly|1|2/21/2016
214500|michelle320|5|12/2/2010
214500|beckman49|5|1/30/2011
214500|amzaa|5|9/16/2010
214500|Victoria|3|11/22/2010
214500|Lesley|5|11/7/2011
214500|ianmcc|5|1/26/2015
214500|Cindy Lou|5|3/10/2011
214500|irish|5|5/31/2014
214500|jbramer|3|8/8/2011
214500|Kelly's Kitchen recipes|5|3/2/2015
214500|donna lou|5|3/1/2011
214500|mrs.embee|4|9/26/2010
214500|Brenda|5|10/24/2012
